ID,Pred
2018_1120_1422,0.595771421
2018_1120_1437,0.477130679
2018_1120_1438,0.528135539
2018_1120_1439,0.428789246
2018_1120_1452,0.412034873
2018_1120_1455,0.50469654
2018_1120_1460,0.562138135
2018_1120_1462,0.448992447
2018_1137_1138,0.301943916
2018_1137_1139,0.172178654
2018_1137_1153,0.22295933
2018_1137_1155,0.309249592
2018_1137_1158,0.536777869
2018_1137_1166,0.153744527
2018_1137_1168,0.583599845
2018_1137_1172,0.328177266
2018_1137_1181,0.228461224
2018_1137_1196,0.261457839
2018_1137_1199,0.281242146
2018_1137_1209,0.421013678
2018_1137_1211,0.172031993
2018_1137_1222,0.288022573
2018_1137_1233,0.40585233
2018_1137_1242,0.280539518
2018_1137_1243,0.341207142
2018_1137_1246,0.30542433
2018_1137_1252,0.404373792
2018_1137_1254,0.439186712
2018_1137_1260,0.463933825
2018_1137_1267,0.319198138
2018_1137_1274,0.383807562
2018_1137_1276,0.380179147
2018_1137_1277,0.245336001
2018_1137_1281,0.344162207
2018_1137_1285,0.339435249
2018_1137_1293,0.469363288
2018_1137_1300,0.638929781
2018_1137_1301,0.23669178
2018_1137_1305,0.223696874
2018_1137_1308,0.380076311
2018_1137_1314,0.285395792
2018_1137_1326,0.207745644
2018_1137_1328,0.244914545
2018_1137_1335,0.461240519
2018_1137_1344,0.38592548
2018_1137_1345,0.129956152
2018_1137_1347,0.589547816
2018_1137_1348,0.311980765
2018_1137_1355,0.431063567
2018_1137_1361,0.316161768
2018_1137_1371,0.302022702
2018_1137_1372,0.352325457
2018_1137_1382,0.431299014
2018_1137_1393,0.415046586
2018_1137_1395,0.382907514
2018_1137_1397,0.339329054
2018_1137_1400,0.262510368
2018_1137_1401,0.300607298
2018_1137_1403,0.221536209
2018_1137_1411,0.459573412
2018_1137_1417,0.344255192
2018_1137_1420,0.527785475
2018_1137_1422,0.4042488
2018_1137_1437,0.285608058
2018_1137_1438,0.336612918
2018_1137_1439,0.237266625
2018_1137_1452,0.220512252
2018_1137_1455,0.313173919
2018_1137_1460,0.370615514
2018_1137_1462,0.257469825
2018_1138_1139,0.280352427
2018_1138_1153,0.331133103
2018_1138_1155,0.417423365
2018_1138_1158,0.644951642
2018_1138_1166,0.2619183
2018_1138_1168,0.691773617
2018_1138_1172,0.436351039
2018_1138_1181,0.336634997
2018_1138_1196,0.369631611
2018_1138_1199,0.389415919
2018_1138_1209,0.52918745
2018_1138_1211,0.280205766
2018_1138_1222,0.396196346
2018_1138_1233,0.514026102
2018_1138_1242,0.388713291
2018_1138_1243,0.449380915
2018_1138_1246,0.413598103
2018_1138_1252,0.512547565
2018_1138_1254,0.547360484
2018_1138_1260,0.572107597
2018_1138_1267,0.427371911
2018_1138_1274,0.491981335
2018_1138_1276,0.48835292
2018_1138_1277,0.353509774
2018_1138_1281,0.452335979
2018_1138_1285,0.447609022
2018_1138_1293,0.577537061
2018_1138_1300,0.747103553
2018_1138_1301,0.344865553
2018_1138_1305,0.331870646
2018_1138_1308,0.488250083
2018_1138_1314,0.393569564
2018_1138_1326,0.315919416
2018_1138_1328,0.353088318
2018_1138_1335,0.569414292
2018_1138_1344,0.494099253
2018_1138_1345,0.238129924
2018_1138_1347,0.697721588
2018_1138_1348,0.420154537
2018_1138_1355,0.53923734
2018_1138_1361,0.42433554
2018_1138_1371,0.410196474
2018_1138_1372,0.460499229
2018_1138_1382,0.539472787
2018_1138_1393,0.523220359
2018_1138_1395,0.491081287
2018_1138_1397,0.447502827
2018_1138_1400,0.370684141
2018_1138_1401,0.408781071
2018_1138_1403,0.329709982
2018_1138_1411,0.567747185
2018_1138_1417,0.452428965
2018_1138_1420,0.635959248
2018_1138_1422,0.512422573
2018_1138_1437,0.39378183
2018_1138_1438,0.444786691
2018_1138_1439,0.345440398
2018_1138_1452,0.328686025
2018_1138_1455,0.421347692
2018_1138_1460,0.478789287
2018_1138_1462,0.365643598
2018_1139_1153,0.428023219
2018_1139_1155,0.514313481
2018_1139_1158,0.741841758
2018_1139_1166,0.358808416
2018_1139_1168,0.788663733
2018_1139_1172,0.533241155
2018_1139_1181,0.433525113
2018_1139_1196,0.466521727
2018_1139_1199,0.486306034
2018_1139_1209,0.626077566
2018_1139_1211,0.377095882
2018_1139_1222,0.493086462
2018_1139_1233,0.610916218
2018_1139_1242,0.485603407
2018_1139_1243,0.54627103
2018_1139_1246,0.510488219
2018_1139_1252,0.609437681
2018_1139_1254,0.6442506
2018_1139_1260,0.668997713
2018_1139_1267,0.524262027
2018_1139_1274,0.58887145
2018_1139_1276,0.585243035
2018_1139_1277,0.45039989
2018_1139_1281,0.549226095
2018_1139_1285,0.544499138
2018_1139_1293,0.674427177
2018_1139_1300,0.843993669
2018_1139_1301,0.441755669
2018_1139_1305,0.428760762
2018_1139_1308,0.585140199
2018_1139_1314,0.49045968
2018_1139_1326,0.412809532
2018_1139_1328,0.449978434
2018_1139_1335,0.666304408
2018_1139_1344,0.590989369
2018_1139_1345,0.33502004
2018_1139_1347,0.794611704
2018_1139_1348,0.517044653
2018_1139_1355,0.636127456
2018_1139_1361,0.521225656
2018_1139_1371,0.50708659
2018_1139_1372,0.557389345
2018_1139_1382,0.636362903
2018_1139_1393,0.620110475
2018_1139_1395,0.587971403
2018_1139_1397,0.544392943
2018_1139_1400,0.467574257
2018_1139_1401,0.505671187
2018_1139_1403,0.426600098
2018_1139_1411,0.664637301
2018_1139_1417,0.549319081
2018_1139_1420,0.732849363
2018_1139_1422,0.609312689
2018_1139_1437,0.490671946
2018_1139_1438,0.541676807
2018_1139_1439,0.442330514
2018_1139_1452,0.425576141
2018_1139_1455,0.518237808
2018_1139_1460,0.575679402
2018_1139_1462,0.462533714
2018_1153_1155,0.561926404
2018_1153_1158,0.789454681
2018_1153_1166,0.406421339
2018_1153_1168,0.836276656
2018_1153_1172,0.580854078
2018_1153_1181,0.481138036
2018_1153_1196,0.51413465
2018_1153_1199,0.533918958
2018_1153_1209,0.673690489
2018_1153_1211,0.424708805
2018_1153_1222,0.540699385
2018_1153_1233,0.658529141
2018_1153_1242,0.53321633
2018_1153_1243,0.593883954
2018_1153_1246,0.558101142
2018_1153_1252,0.657050604
2018_1153_1254,0.691863523
2018_1153_1260,0.716610636
2018_1153_1267,0.57187495
2018_1153_1274,0.636484373
2018_1153_1276,0.632855959
2018_1153_1277,0.498012813
2018_1153_1281,0.596839018
2018_1153_1285,0.592112061
2018_1153_1293,0.7220401
2018_1153_1300,0.891606592
2018_1153_1301,0.489368592
2018_1153_1305,0.476373685
2018_1153_1308,0.632753122
2018_1153_1314,0.538072603
2018_1153_1326,0.460422455
2018_1153_1328,0.497591357
2018_1153_1335,0.713917331
2018_1153_1344,0.638602292
2018_1153_1345,0.382632963
2018_1153_1347,0.842224627
2018_1153_1348,0.564657576
2018_1153_1355,0.683740379
2018_1153_1361,0.568838579
2018_1153_1371,0.554699513
2018_1153_1372,0.605002268
2018_1153_1382,0.683975826
2018_1153_1393,0.667723398
2018_1153_1395,0.635584326
2018_1153_1397,0.592005866
2018_1153_1400,0.51518718
2018_1153_1401,0.55328411
2018_1153_1403,0.474213021
2018_1153_1411,0.712250224
2018_1153_1417,0.596932004
2018_1153_1420,0.780462287
2018_1153_1422,0.656925612
2018_1153_1437,0.538284869
2018_1153_1438,0.58928973
2018_1153_1439,0.489943437
2018_1153_1452,0.473189064
2018_1153_1455,0.565850731
2018_1153_1460,0.623292326
2018_1153_1462,0.510146637
2018_1155_1158,0.636430398
2018_1155_1166,0.253397056
2018_1155_1168,0.683252374
2018_1155_1172,0.427829795
2018_1155_1181,0.328113753
2018_1155_1196,0.361110368
2018_1155_1199,0.380894675
2018_1155_1209,0.520666207
2018_1155_1211,0.271684522
2018_1155_1222,0.387675102
2018_1155_1233,0.505504859
2018_1155_1242,0.380192047
2018_1155_1243,0.440859671
2018_1155_1246,0.405076859
2018_1155_1252,0.504026321
2018_1155_1254,0.538839241
2018_1155_1260,0.563586353
2018_1155_1267,0.418850667
2018_1155_1274,0.483460091
2018_1155_1276,0.479831676
2018_1155_1277,0.34498853
2018_1155_1281,0.443814736
2018_1155_1285,0.439087778
2018_1155_1293,0.569015817
2018_1155_1300,0.73858231
2018_1155_1301,0.336344309
2018_1155_1305,0.323349403
2018_1155_1308,0.47972884
2018_1155_1314,0.38504832
2018_1155_1326,0.307398173
2018_1155_1328,0.344567074
2018_1155_1335,0.560893048
2018_1155_1344,0.485578009
2018_1155_1345,0.229608681
2018_1155_1347,0.689200345
2018_1155_1348,0.411633294
2018_1155_1355,0.530716096
2018_1155_1361,0.415814296
2018_1155_1371,0.401675231
2018_1155_1372,0.451977986
2018_1155_1382,0.530951543
2018_1155_1393,0.514699115
2018_1155_1395,0.482560043
2018_1155_1397,0.438981583
2018_1155_1400,0.362162897
2018_1155_1401,0.400259827
2018_1155_1403,0.321188738
2018_1155_1411,0.559225941
2018_1155_1417,0.443907721
2018_1155_1420,0.627438004
2018_1155_1422,0.503901329
2018_1155_1437,0.385260587
2018_1155_1438,0.436265447
2018_1155_1439,0.336919154
2018_1155_1452,0.320164781
2018_1155_1455,0.412826448
2018_1155_1460,0.470268043
2018_1155_1462,0.357122354
2018_1158_1166,0.027574942
2018_1158_1168,0.45743026
2018_1158_1172,0.202007682
2018_1158_1181,0.10229164
2018_1158_1196,0.135288254
2018_1158_1199,0.155072561
2018_1158_1209,0.294844093
2018_1158_1211,0.045862408
2018_1158_1222,0.161852988
2018_1158_1233,0.279682745
2018_1158_1242,0.154369933
2018_1158_1243,0.215037557
2018_1158_1246,0.179254746
2018_1158_1252,0.278204207
2018_1158_1254,0.313017127
2018_1158_1260,0.33776424
2018_1158_1267,0.193028553
2018_1158_1274,0.257637977
2018_1158_1276,0.254009562
2018_1158_1277,0.119166417
2018_1158_1281,0.217992622
2018_1158_1285,0.213265664
2018_1158_1293,0.343193703
2018_1158_1300,0.512760196
2018_1158_1301,0.110522195
2018_1158_1305,0.097527289
2018_1158_1308,0.253906726
2018_1158_1314,0.159226207
2018_1158_1326,0.081576059
2018_1158_1328,0.11874496
2018_1158_1335,0.335070934
2018_1158_1344,0.259755895
2018_1158_1345,0.003786567
2018_1158_1347,0.463378231
2018_1158_1348,0.18581118
2018_1158_1355,0.304893982
2018_1158_1361,0.189992183
2018_1158_1371,0.175853117
2018_1158_1372,0.226155872
2018_1158_1382,0.305129429
2018_1158_1393,0.288877001
2018_1158_1395,0.256737929
2018_1158_1397,0.21315947
2018_1158_1400,0.136340783
2018_1158_1401,0.174437713
2018_1158_1403,0.095366625
2018_1158_1411,0.333403827
2018_1158_1417,0.218085607
2018_1158_1420,0.40161589
2018_1158_1422,0.278079215
2018_1158_1437,0.159438473
2018_1158_1438,0.210443333
2018_1158_1439,0.11109704
2018_1158_1452,0.094342668
2018_1158_1455,0.187004334
2018_1158_1460,0.244445929
2018_1158_1462,0.131300241
2018_1166_1168,0.777096747
2018_1166_1172,0.521674169
2018_1166_1181,0.421958127
2018_1166_1196,0.454954741
2018_1166_1199,0.474739048
2018_1166_1209,0.61451058
2018_1166_1211,0.365528896
2018_1166_1222,0.481519475
2018_1166_1233,0.599349232
2018_1166_1242,0.47403642
2018_1166_1243,0.534704044
2018_1166_1246,0.498921233
2018_1166_1252,0.597870694
2018_1166_1254,0.632683614
2018_1166_1260,0.657430727
2018_1166_1267,0.51269504
2018_1166_1274,0.577304464
2018_1166_1276,0.573676049
2018_1166_1277,0.438832904
2018_1166_1281,0.537659109
2018_1166_1285,0.532932152
2018_1166_1293,0.66286019
2018_1166_1300,0.832426683
2018_1166_1301,0.430188682
2018_1166_1305,0.417193776
2018_1166_1308,0.573573213
2018_1166_1314,0.478892694
2018_1166_1326,0.401242546
2018_1166_1328,0.438411448
2018_1166_1335,0.654737422
2018_1166_1344,0.579422383
2018_1166_1345,0.323453054
2018_1166_1347,0.783044718
2018_1166_1348,0.505477667
2018_1166_1355,0.624560469
2018_1166_1361,0.50965867
2018_1166_1371,0.495519604
2018_1166_1372,0.545822359
2018_1166_1382,0.624795917
2018_1166_1393,0.608543488
2018_1166_1395,0.576404417
2018_1166_1397,0.532825957
2018_1166_1400,0.456007271
2018_1166_1401,0.4941042
2018_1166_1403,0.415033112
2018_1166_1411,0.653070315
2018_1166_1417,0.537752095
2018_1166_1420,0.721282377
2018_1166_1422,0.597745703
2018_1166_1437,0.47910496
2018_1166_1438,0.530109821
2018_1166_1439,0.430763527
2018_1166_1452,0.414009155
2018_1166_1455,0.506670822
2018_1166_1460,0.564112416
2018_1166_1462,0.450966728
2018_1168_1172,0.289629726
2018_1168_1181,0.189913684
2018_1168_1196,0.222910298
2018_1168_1199,0.242694605
2018_1168_1209,0.382466137
2018_1168_1211,0.133484453
2018_1168_1222,0.249475033
2018_1168_1233,0.367304789
2018_1168_1242,0.241991977
2018_1168_1243,0.302659601
2018_1168_1246,0.26687679
2018_1168_1252,0.365826252
2018_1168_1254,0.400639171
2018_1168_1260,0.425386284
2018_1168_1267,0.280650597
2018_1168_1274,0.345260021
2018_1168_1276,0.341631606
2018_1168_1277,0.206788461
2018_1168_1281,0.305614666
2018_1168_1285,0.300887709
2018_1168_1293,0.430815748
2018_1168_1300,0.60038224
2018_1168_1301,0.198144239
2018_1168_1305,0.185149333
2018_1168_1308,0.34152877
2018_1168_1314,0.246848251
2018_1168_1326,0.169198103
2018_1168_1328,0.206367005
2018_1168_1335,0.422692979
2018_1168_1344,0.34737794
2018_1168_1345,0.091408611
2018_1168_1347,0.551000275
2018_1168_1348,0.273433224
2018_1168_1355,0.392516027
2018_1168_1361,0.277614227
2018_1168_1371,0.263475161
2018_1168_1372,0.313777916
2018_1168_1382,0.392751474
2018_1168_1393,0.376499045
2018_1168_1395,0.344359974
2018_1168_1397,0.300781514
2018_1168_1400,0.223962828
2018_1168_1401,0.262059757
2018_1168_1403,0.182988669
2018_1168_1411,0.421025872
2018_1168_1417,0.305707652
2018_1168_1420,0.489237934
2018_1168_1422,0.36570126
2018_1168_1437,0.247060517
2018_1168_1438,0.298065378
2018_1168_1439,0.198719085
2018_1168_1452,0.181964712
2018_1168_1455,0.274626379
2018_1168_1460,0.332067973
2018_1168_1462,0.218922285
2018_1172_1181,0.410807598
2018_1172_1196,0.443804212
2018_1172_1199,0.463588519
2018_1172_1209,0.603360051
2018_1172_1211,0.354378366
2018_1172_1222,0.470368946
2018_1172_1233,0.588198703
2018_1172_1242,0.462885891
2018_1172_1243,0.523553515
2018_1172_1246,0.487770704
2018_1172_1252,0.586720165
2018_1172_1254,0.621533085
2018_1172_1260,0.646280198
2018_1172_1267,0.501544511
2018_1172_1274,0.566153935
2018_1172_1276,0.56252552
2018_1172_1277,0.427682375
2018_1172_1281,0.52650858
2018_1172_1285,0.521781622
2018_1172_1293,0.651709661
2018_1172_1300,0.821276154
2018_1172_1301,0.419038153
2018_1172_1305,0.406043247
2018_1172_1308,0.562422684
2018_1172_1314,0.467742165
2018_1172_1326,0.390092017
2018_1172_1328,0.427260918
2018_1172_1335,0.643586892
2018_1172_1344,0.568271853
2018_1172_1345,0.312302525
2018_1172_1347,0.771894189
2018_1172_1348,0.494327138
2018_1172_1355,0.61340994
2018_1172_1361,0.498508141
2018_1172_1371,0.484369075
2018_1172_1372,0.53467183
2018_1172_1382,0.613645387
2018_1172_1393,0.597392959
2018_1172_1395,0.565253887
2018_1172_1397,0.521675427
2018_1172_1400,0.444856741
2018_1172_1401,0.482953671
2018_1172_1403,0.403882582
2018_1172_1411,0.641919785
2018_1172_1417,0.526601565
2018_1172_1420,0.710131848
2018_1172_1422,0.586595173
2018_1172_1437,0.467954431
2018_1172_1438,0.518959291
2018_1172_1439,0.419612998
2018_1172_1452,0.402858625
2018_1172_1455,0.495520292
2018_1172_1460,0.552961887
2018_1172_1462,0.439816199
2018_1181_1196,0.622528058
2018_1181_1199,0.642312365
2018_1181_1209,0.782083897
2018_1181_1211,0.533102213
2018_1181_1222,0.649092792
2018_1181_1233,0.766922549
2018_1181_1242,0.641609737
2018_1181_1243,0.702277361
2018_1181_1246,0.66649455
2018_1181_1252,0.765444011
2018_1181_1254,0.800256931
2018_1181_1260,0.825004044
2018_1181_1267,0.680268357
2018_1181_1274,0.744877781
2018_1181_1276,0.741249366
2018_1181_1277,0.606406221
2018_1181_1281,0.705232426
2018_1181_1285,0.700505468
2018_1181_1293,0.830433507
2018_1181_1300,1
2018_1181_1301,0.597761999
2018_1181_1305,0.584767093
2018_1181_1308,0.74114653
2018_1181_1314,0.646466011
2018_1181_1326,0.568815863
2018_1181_1328,0.605984765
2018_1181_1335,0.822310739
2018_1181_1344,0.7469957
2018_1181_1345,0.491026371
2018_1181_1347,0.950618035
2018_1181_1348,0.673050984
2018_1181_1355,0.792133786
2018_1181_1361,0.677231987
2018_1181_1371,0.663092921
2018_1181_1372,0.713395676
2018_1181_1382,0.792369234
2018_1181_1393,0.776116805
2018_1181_1395,0.743977734
2018_1181_1397,0.700399274
2018_1181_1400,0.623580588
2018_1181_1401,0.661677517
2018_1181_1403,0.582606429
2018_1181_1411,0.820643631
2018_1181_1417,0.705325412
2018_1181_1420,0.888855694
2018_1181_1422,0.76531902
2018_1181_1437,0.646678277
2018_1181_1438,0.697683138
2018_1181_1439,0.598336844
2018_1181_1452,0.581582472
2018_1181_1455,0.674244139
2018_1181_1460,0.731685733
2018_1181_1462,0.618540045
2018_1196_1199,0.506926906
2018_1196_1209,0.646698437
2018_1196_1211,0.397716753
2018_1196_1222,0.513707333
2018_1196_1233,0.631537089
2018_1196_1242,0.506224278
2018_1196_1243,0.566891902
2018_1196_1246,0.53110909
2018_1196_1252,0.630058552
2018_1196_1254,0.664871471
2018_1196_1260,0.689618584
2018_1196_1267,0.544882898
2018_1196_1274,0.609492322
2018_1196_1276,0.605863907
2018_1196_1277,0.471020761
2018_1196_1281,0.569846966
2018_1196_1285,0.565120009
2018_1196_1293,0.695048048
2018_1196_1300,0.86461454
2018_1196_1301,0.46237654
2018_1196_1305,0.449381633
2018_1196_1308,0.60576107
2018_1196_1314,0.511080551
2018_1196_1326,0.433430403
2018_1196_1328,0.470599305
2018_1196_1335,0.686925279
2018_1196_1344,0.61161024
2018_1196_1345,0.355640911
2018_1196_1347,0.815232576
2018_1196_1348,0.537665524
2018_1196_1355,0.656748327
2018_1196_1361,0.541846527
